0.00000000 0.00000000
0.04244403 0.00000000
0.13278780 0.00000000
0.25000000 0.00000000
0.36721220 0.00000000
0.45755597 0.00000001
0.50000000 0.00000001
0.54244403 0.00000001
0.63278780 0.00000001
0.75000000 0.00000001
0.86721220 0.00000002
0.95755597 0.00000002
1.00000000 0.00000002
1.04244403 0.00000003
1.13278780 0.00000003
1.25000000 0.00000004
1.36721220 0.00000006
1.45755597 0.00000007
1.50000000 0.00000008
1.54244403 0.00000009
1.63278780 0.00000011
1.75000000 0.00000015
1.86721220 0.00000020
1.95755597 0.00000025
2.00000000 0.00000027
2.04244403 0.00000030
2.13278780 0.00000038
2.25000000 0.00000050
2.36721220 0.00000065
2.45755597 0.00000081
2.50000000 0.00000089
2.54244403 0.00000098
2.63278780 0.00000121
2.75000000 0.00000157
2.86721220 0.00000205
2.95755597 0.00000250
3.00000000 0.00000275
3.04244403 0.00000301
3.13278780 0.00000367
3.25000000 0.00000473
3.36721220 0.00000608
3.45755597 0.00000736
3.50000000 0.00000805
3.54244403 0.00000880
3.63278780 0.00001062
3.75000000 0.00001353
3.86721220 0.00001718
3.95755597 0.00002062
4.00000000 0.00002245
4.04244403 0.00002444
4.13278780 0.00002923
4.25000000 0.00003680
4.36721220 0.00004619
4.45755597 0.00005493
4.50000000 0.00005956
4.54244403 0.00006455
4.63278780 0.00007653
4.75000000 0.00009521
4.86721220 0.00011811
4.95755597 0.00013921
5.00000000 0.00015030
5.04244403 0.00016221
5.13278780 0.00019057
5.25000000 0.00023432
5.36721220 0.00028731
5.45755597 0.00033558
5.50000000 0.00036077
5.54244403 0.00038771
5.63278780 0.00045141
5.75000000 0.00054856
5.86721220 0.00066479
5.95755597 0.00076948
6.00000000 0.00082374
6.04244403 0.00088151
6.13278780 0.00101711
6.25000000 0.00122160
6.36721220 0.00146317
6.45755597 0.00167835
6.50000000 0.00178909
6.54244403 0.00190645
6.63278780 0.00217991
6.75000000 0.00258766
6.86721220 0.00306325
6.95755597 0.00348214
7.00000000 0.00369617
7.04244403 0.00392195
7.13278780 0.00444416
7.25000000 0.00521395
7.36721220 0.00610028
7.45755597 0.00687209
7.50000000 0.00726359
7.54244403 0.00767462
7.63278780 0.00861828
7.75000000 0.00999323
7.86721220 0.01155572
7.95755597 0.01290065
8.00000000 0.01357783
8.04244403 0.01428541
8.13278780 0.01589760
8.25000000 0.01821903
8.36721220 0.02082212
8.45755597 0.02303643
8.50000000 0.02414294
8.54244403 0.02529348
8.63278780 0.02789480
8.75000000 0.03159550
8.86721220 0.03568894
8.95755597 0.03912905
9.00000000 0.04083482
9.04244403 0.04259960
9.13278780 0.04655817
9.25000000 0.05212024
9.36721220 0.05818666
9.45755597 0.06322151
9.50000000 0.06569806
9.54244403 0.06824702
9.63278780 0.07391794
9.75000000 0.08178413
9.86721220 0.09023909
9.95755597 0.09716547
10.00000000 0.10054396
10.04244403 0.10400245
10.13278780 0.11163118
10.25000000 0.12207128
10.36721220 0.13312143
10.45755597 0.14204994
10.50000000 0.14636645
10.54244403 0.15075978
10.63278780 0.16036269
10.75000000 0.17331660
10.86721220 0.18680286
10.95755597 0.19753886
11.00000000 0.20267934
11.04244403 0.20787866
11.13278780 0.21913094
11.25000000 0.23407201
11.36721220 0.24934566
11.45755597 0.26130447
11.50000000 0.26696864
11.54244403 0.27265732
11.63278780 0.28483082
11.75000000 0.30070580
11.86721220 0.31659438
11.95755597 0.32879431
12.00000000 0.33449854
12.04244403 0.34017913
12.13278780 0.35217099
12.25000000 0.36746632
12.36721220 0.38237377
12.45755597 0.39353677
12.50000000 0.39866839
12.54244403 0.40372143
12.63278780 0.41419407
12.75000000 0.42714671
12.86721220 0.43929561
12.95755597 0.44805394
13.00000000 0.45197391
13.04244403 0.45576393
13.13278780 0.46338105
13.25000000 0.47230307
13.36721220 0.48007591
13.45755597 0.48524339
13.50000000 0.48741548
13.54244403 0.48942092
13.63278780 0.49312514
13.75000000 0.49676279
13.86721220 0.49905410
13.95755597 0.49988914
14.00000000 0.50000004
14.04244403 0.49993081
14.13278780 0.49918428
14.25000000 0.49700678
14.36721220 0.49348097
14.45755597 0.48986105
14.50000000 0.48789451
14.54244403 0.48576082
14.63278780 0.48067321
14.75000000 0.47299977
14.86721220 0.46417168
14.95755597 0.45662284
15.00000000 0.45286355
15.04244403 0.44897343
15.13278780 0.44027558
15.25000000 0.42819865
15.36721220 0.41531031
15.45755597 0.40488181
15.50000000 0.39984784
15.54244403 0.39473423
15.63278780 0.38360594
15.75000000 0.36873622
15.86721220 0.35347037
15.95755597 0.34149567
16.00000000 0.33582149
16.04244403 0.33012263
16.13278780 0.31793072
16.25000000 0.30204583
16.36721220 0.28616726
16.45755597 0.27398629
16.50000000 0.26829275
16.54244403 0.26262288
16.63278780 0.25064930
16.75000000 0.23535141
16.86721220 0.22038087
16.95755597 0.20910266
17.00000000 0.20389027
17.04244403 0.19873620
17.13278780 0.18796964
17.25000000 0.17444080
17.36721220 0.16144152
17.45755597 0.15180209
17.50000000 0.14739121
17.54244403 0.14305694
17.63278780 0.13409005
17.75000000 0.12298922
17.86721220 0.11249789
17.95755597 0.10482957
18.00000000 0.10135252
18.04244403 0.09795550
18.13278780 0.09098994
18.25000000 0.08248484
18.36721220 0.07456958
18.45755597 0.06886176
18.50000000 0.06629577
18.54244403 0.06380241
18.63278780 0.05873252
18.75000000 0.05262228
18.86721220 0.04701837
18.95755597 0.04302898
19.00000000 0.04125017
19.04244403 0.03953065
19.13278780 0.03606223
19.25000000 0.03193406
19.36721220 0.02820087
19.45755597 0.02557603
19.50000000 0.02441489
19.54244403 0.02329807
19.63278780 0.02106279
19.75000000 0.01843435
19.86721220 0.01608965
19.95755597 0.01446087
20.00000000 0.01374590
20.04244403 0.01306157
20.13278780 0.01170223
20.25000000 0.01012258
20.36721220 0.00873214
20.45755597 0.00777760
20.50000000 0.00736176
20.54244403 0.00696564
20.63278780 0.00618460
20.75000000 0.00528743
20.86721220 0.00450801
20.95755597 0.00397912
21.00000000 0.00375042
21.04244403 0.00353359
21.13278780 0.00310917
21.25000000 0.00262717
21.36721220 0.00221381
21.45755597 0.00193651
21.50000000 0.00181748
21.54244403 0.00170515
21.63278780 0.00148685
21.75000000 0.00124172
21.86721220 0.00103415
21.95755597 0.00089648
22.00000000 0.00083782
22.04244403 0.00078271
22.13278780 0.00067637
22.25000000 0.00055828
22.36721220 0.00045954
22.45755597 0.00039478
22.50000000 0.00036738
22.54244403 0.00034177
22.63278780 0.00029268
22.75000000 0.00023876
22.86721220 0.00019425
22.95755597 0.00016537
23.00000000 0.00015324
23.04244403 0.00014195
23.13278780 0.00012047
23.25000000 0.00009714
23.36721220 0.00007810
23.45755597 0.00006590
23.50000000 0.00006081
23.54244403 0.00005609
23.63278780 0.00004717
23.75000000 0.00003759
23.86721220 0.00002987
23.95755597 0.00002498
24.00000000 0.00002295
24.04244403 0.00002108
24.13278780 0.00001757
24.25000000 0.00001384
24.36721220 0.00001087
24.45755597 0.00000901
24.50000000 0.00000824
24.54244403 0.00000754
24.63278780 0.00000622
24.75000000 0.00000485
24.86721220 0.00000376
24.95755597 0.00000309
25.00000000 0.00000281
25.04244403 0.00000256
25.13278780 0.00000210
25.25000000 0.00000161
25.36721220 0.00000124
25.45755597 0.00000101
25.50000000 0.00000091
25.54244403 0.00000083
25.63278780 0.00000067
25.75000000 0.00000051
25.86721220 0.00000039
25.95755597 0.00000031
26.00000000 0.00000028
26.04244403 0.00000026
26.13278780 0.00000021
26.25000000 0.00000015
26.36721220 0.00000012
26.45755597 0.00000009
26.50000000 0.00000008
26.54244403 0.00000007
26.63278780 0.00000006
26.75000000 0.00000004
26.86721220 0.00000003
26.95755597 0.00000003
27.00000000 0.00000002
27.04244403 0.00000002
27.13278780 0.00000002
27.25000000 0.00000001
27.36721220 0.00000001
27.45755597 0.00000001
27.50000000 0.00000001
27.54244403 0.00000001
27.63278780 0.00000000
27.75000000 0.00000000
27.86721220 0.00000000
27.95755597 0.00000000
28.00000000 0.00000000
28.04244403 0.00000000
28.13278780 0.00000000
28.25000000 0.00000000
28.36721220 0.00000000
28.45755597 0.00000000
28.50000000 0.00000000
28.54244403 0.00000000
28.63278780 0.00000000
28.75000000 0.00000000
28.86721220 0.00000000
28.95755597 0.00000000
29.00000000 0.00000000
29.04244403 0.00000000
29.13278780 0.00000000
29.25000000 0.00000000
29.36721220 0.00000000
29.45755597 0.00000000
29.50000000 0.00000000
29.54244403 0.00000000
29.63278780 0.00000000
29.75000000 0.00000000
29.86721220 0.00000000
29.95755597 0.00000000
30.00000000 0.00000000
30.04244403 0.00000000
30.13278780 0.00000000
30.25000000 0.00000000
30.36721220 0.00000000
30.45755597 0.00000000
30.50000000 0.00000000
30.54244403 0.00000000
30.63278780 0.00000000
30.75000000 0.00000000
30.86721220 0.00000000
30.95755597 0.00000000
31.00000000 0.00000000
31.04244403 0.00000000
31.13278780 -0.00000000
31.25000000 0.00000000
31.36721220 -0.00000000
31.45755597 0.00000000
31.50000000 0.00000000
31.54244403 0.00000000
31.63278780 -0.00000000
31.75000000 0.00000000
31.86721220 -0.00000000
31.95755597 -0.00000000
32.00000000 0.00000000
32.04244403 0.00000000
32.13278780 -0.00000000
32.25000000 -0.00000000
32.36721220 0.00000000
32.45755597 -0.00000000
32.50000000 -0.00000000
32.54244403 0.00000000
32.63278780 0.00000000
32.75000000 -0.00000000
32.86721220 0.00000000
32.95755597 -0.00000000
33.00000000 -0.00000000
33.04244403 -0.00000000
33.13278780 0.00000000
33.25000000 -0.00000000
33.36721220 0.00000000
33.45755597 -0.00000000
33.50000000 -0.00000000
33.54244403 -0.00000000
33.63278780 0.00000000
33.75000000 -0.00000000
33.86721220 0.00000000
33.95755597 0.00000000
34.00000000 -0.00000000
34.04244403 -0.00000000
34.13278780 0.00000000
34.25000000 -0.00000000
34.36721220 -0.00000000
34.45755597 0.00000000
34.50000000 -0.00000000
34.54244403 -0.00000000
34.63278780 0.00000000
34.75000000 0.00000000
34.86721220 -0.00000000
34.95755597 0.00000000
35.00000000 0.00000000
35.04244403 -0.00000000
35.13278780 -0.00000000
35.25000000 0.00000000
35.36721220 -0.00000000
35.45755597 0.00000000
35.50000000 0.00000000
35.54244403 0.00000000
35.63278780 -0.00000000
35.75000000 0.00000000
35.86721220 -0.00000000
35.95755597 0.00000000
36.00000000 0.00000000
36.04244403 0.00000000
36.13278780 -0.00000000
36.25000000 0.00000000
36.36721220 -0.00000000
36.45755597 -0.00000000
36.50000000 0.00000000
36.54244403 0.00000000
36.63278780 -0.00000000
36.75000000 0.00000000
36.86721220 -0.00000000
36.95755597 -0.00000000
37.00000000 0.00000000
37.04244403 0.00000000
37.13278780 -0.00000000
37.25000000 0.00000000
37.36721220 0.00000000
37.45755597 -0.00000000
37.50000000 -0.00000000
37.54244403 0.00000000
37.63278780 0.00000000
37.75000000 -0.00000000
37.86721220 0.00000000
37.95755597 -0.00000000
38.00000000 -0.00000000
38.04244403 -0.00000000
38.13278780 0.00000000
38.25000000 -0.00000000
38.36721220 0.00000000
38.45755597 0.00000000
38.50000000 -0.00000000
38.54244403 -0.00000000
38.63278780 0.00000000
38.75000000 -0.00000000
38.86721220 0.00000000
38.95755597 0.00000000
39.00000000 -0.00000000
39.04244403 -0.00000000
39.13278780 0.00000000
39.25000000 -0.00000000
